Gene stable ID	NCBI gene (formerly Entrezgene) ID	HGNC symbol	Gene stable ID
ENSG00000187191	57054	DAZ3	ENSG00000187191
ENSG00000212214	109616969	SNORA48B	ENSG00000212214
ENSG00000183943	5613	PRKX	ENSG00000183943
ENSG00000283951	3812	KIR3DL2	ENSG00000283951
ENSG00000283889	3813	KIR3DS1	ENSG00000283889
ENSG00000159140	6651	SON	ENSG00000159140
ENSG00000206280	9278	ZBTB22	ENSG00000206280
ENSG00000206279	1616	DAXX	ENSG00000206279
ENSG00000206279	113523636	DAXX	ENSG00000206279
ENSG00000236188	100873944	PRKX-AS1	ENSG00000236188
ENSG00000101220	54976	C20orf27	ENSG00000101220
ENSG00000288206	3810	KIR2DS5	ENSG00000288206
ENSG00000205916	57135	DAZ4	ENSG00000205916
ENSG00000183722	10186	LHFPL6	ENSG00000183722
ENSG00000284120	3806	KIR2DS1	ENSG00000284120
ENSG00000133103	57511	COG6	ENSG00000133103
ENSG00000284405	79166	LILRP2	ENSG00000284405
ENSG00000101222	25876	SPEF1	ENSG00000101222
ENSG00000283915	115653	KIR3DL3	ENSG00000283915
ENSG00000276880	122509	IFI27L1	ENSG00000276880
ENSG00000236513	101928201		ENSG00000236513
ENSG00000125817	1059	CENPB	ENSG00000125817
ENSG00000204197	3833	KIFC1	ENSG00000204197
ENSG00000146938	57502	NLGN4X	ENSG00000146938
ENSG00000101224	994	CDC25B	ENSG00000101224
ENSG00000283708	3804	KIR2DL3	ENSG00000283708
ENSG00000275214	3429	IFI27	ENSG00000275214
ENSG00000284145	3802	KIR2DL1	ENSG00000284145
ENSG00000239756	5252	PHF1	ENSG00000239756
ENSG00000226287	84222	TMEM191A	ENSG00000226287
ENSG00000283942	79166	LILRP2	ENSG00000283942
ENSG00000265284	100616373	MIR4770	ENSG00000265284
ENSG00000264171	100422940	MIR4305	ENSG00000264171
ENSG00000169059	51481	VCX3A	ENSG00000169059
ENSG00000284104	115653	KIR3DL3	ENSG00000284104
ENSG00000215483	400123	LINC00598	ENSG00000215483
ENSG00000215483	646982	LINC00598	ENSG00000215483
ENSG00000130021	8226	PUDP	ENSG00000130021
ENSG00000276879	83982	IFI27L2	ENSG00000276879
ENSG00000112493	6892	TAPBP	ENSG00000112493
ENSG00000241973	5297	PI4KA	ENSG00000241973
ENSG00000283869	3805	KIR2DL4	ENSG00000283869
ENSG00000284504	3804	KIR2DL3	ENSG00000284504
ENSG00000284448	102465248	MIR6501	ENSG00000284448
ENSG00000278326	57718	PPP4R4	ENSG00000278326
ENSG00000159147	29980	DONSON	ENSG00000159147
ENSG00000283800	79166	LILRP2	ENSG00000283800
ENSG00000283723	3802	KIR2DL1	ENSG00000283723
ENSG00000101846	412	STS	ENSG00000101846
ENSG00000150907	2308	FOXO1	ENSG00000150907
ENSG00000284086	115653	KIR3DL3	ENSG00000284086
ENSG00000102738	10240	MRPS31	ENSG00000102738
ENSG00000281216	55083	KIF26B	ENSG00000281216
ENSG00000264268	100616467	MIR4767	ENSG00000264268
ENSG00000107099	81704	DOCK8	ENSG00000107099
ENSG00000182583	26609	VCX	ENSG00000182583
ENSG00000102743	10166	SLC25A15	ENSG00000102743
ENSG00000283702	3804	KIR2DL3	ENSG00000283702
ENSG00000278767	51156	SERPINA10	ENSG00000278767
ENSG00000288389	3812	KIR3DL2	ENSG00000288389
ENSG00000283953	2204	FCAR	ENSG00000283953
ENSG00000207652	693206	MIR621	ENSG00000207652
ENSG00000006757	8228	PNPLA4	ENSG00000006757
ENSG00000277405	866	SERPINA6	ENSG00000277405
ENSG00000283961	3805	KIR2DL4	ENSG00000283961
ENSG00000239827	283507	SUGT1P3	ENSG00000239827
ENSG00000229253	9278	ZBTB22	ENSG00000229253
ENSG00000227046	1616	DAXX	ENSG00000227046
ENSG00000227046	113523636	DAXX	ENSG00000227046
ENSG00000120690	1997	ELF1	ENSG00000120690
ENSG00000274821	390502	SERPINA2	ENSG00000274821
ENSG00000185894	442868	BPY2C	ENSG00000185894
ENSG00000207628	723779	MIR651	ENSG00000207628
ENSG00000177504	51480	VCX2	ENSG00000177504
ENSG00000277377	5265	SERPINA1	ENSG00000277377
ENSG00000205642	425054	VCX3B	ENSG00000205642
ENSG00000228296	474150	TTTY4C	ENSG00000228296
ENSG00000240450	114758	CSPG4P1Y	ENSG00000240450
ENSG00000099937	3053	SERPIND1	ENSG00000099937
ENSG00000172288	9085	CDY1	ENSG00000172288
ENSG00000205758	9946	CRYZL1	ENSG00000205758
ENSG00000120688	11193	WBP4	ENSG00000120688
ENSG00000011201	3730	ANOS1	ENSG00000011201
ENSG00000231141	114760	TTTY3	ENSG00000231141
ENSG00000284528	3812	KIR3DL2	ENSG00000284528
ENSG00000125843	55317	AP5S1	ENSG00000125843
ENSG00000099940	9342	SNAP29	ENSG00000099940
ENSG00000264226	100422878	MIR3168	ENSG00000264226
ENSG00000165572	89890	KBTBD6	ENSG00000165572
ENSG00000278390	101929140		ENSG00000278390
ENSG00000283731	3811	KIR3DL1	ENSG00000283731
ENSG00000088888	57506	MAVS	ENSG00000088888
ENSG00000099942	1399	CRKL	ENSG00000099942
ENSG00000120696	84078	KBTBD7	ENSG00000120696
ENSG00000120662	9617	MTRF1	ENSG00000120662
ENSG00000237476	101928891	LINC01637	ENSG00000237476
ENSG00000183304	171482	FAM9A	ENSG00000183304
ENSG00000183773	150209	AIFM3	ENSG00000183773
ENSG00000125779	80025	PANK2	ENSG00000125779
ENSG00000177138	171483	FAM9B	ENSG00000177138
ENSG00000172766	79612	NAA16	ENSG00000172766
ENSG00000284061	2204	FCAR	ENSG00000284061
ENSG00000283954	3811	KIR3DL1	ENSG00000283954
ENSG00000199024	406896	MIR103A2	ENSG00000199024
ENSG00000283320	100302282	MIR103B2	ENSG00000283320
ENSG00000101236	11237	RNF24	ENSG00000101236
ENSG00000283779	3809	KIR2DS4	ENSG00000283779
ENSG00000101849	6907	TBL1X	ENSG00000101849
ENSG00000283975	3812	KIR3DL2	ENSG00000283975
ENSG00000205726	6453	ITSN1	ENSG00000205726
ENSG00000088826	54498	SMOX	ENSG00000088826
ENSG00000102760	28984	RGCC	ENSG00000102760
ENSG00000288598	105370174		ENSG00000288598
ENSG00000102763	23078	VWA8	ENSG00000102763
ENSG00000284307	3809	KIR2DS4	ENSG00000284307
ENSG00000284384	3812	KIR3DL2	ENSG00000284384
ENSG00000283983	79166	LILRP2	ENSG00000283983
ENSG00000107104	23189	KANK1	ENSG00000107104
ENSG00000099949	8216	LZTR1	ENSG00000099949
ENSG00000284013	3805	KIR2DL4	ENSG00000284013
ENSG00000101850	4935	GPR143	ENSG00000101850
ENSG00000171873	146	ADRA1D	ENSG00000171873
ENSG00000284896	393046	OR2A5	ENSG00000284896
ENSG00000285496	392138	OR2A25	ENSG00000285496
ENSG00000171867	5621	PRNP	ENSG00000171867
ENSG00000284949	346525		ENSG00000284949
ENSG00000285071	442361	OR2A2	ENSG00000285071
ENSG00000284891	135941		ENSG00000284891
ENSG00000288370	100128553	CTAGE4	ENSG00000288370
ENSG00000288422	445328	ARHGEF35	ENSG00000288422
ENSG00000284836	402317	OR2A42	ENSG00000284836
ENSG00000284749	401427		ENSG00000284749
ENSG00000146950	357	SHROOM2	ENSG00000146950
ENSG00000288181	100142659		ENSG00000288181
ENSG00000171864	23627	PRND	ENSG00000171864
ENSG00000285105	346528	OR2A1	ENSG00000285105
ENSG00000180259	149830	PRNT	ENSG00000180259
ENSG00000284827	107987545		ENSG00000284827
ENSG00000285154	112268384		ENSG00000285154
ENSG00000101265	9770	RASSF2	ENSG00000101265
ENSG00000284933	7984	ARHGEF5	ENSG00000284933
ENSG00000285328	135935	NOBOX	ENSG00000285328
ENSG00000284584	100847026	MIR5006	ENSG00000284584
ENSG00000278338	100507240	VWA8-AS1	ENSG00000278338
ENSG00000234469	100288814	CLDN34	ENSG00000234469
ENSG00000047644	55841	WWC3	ENSG00000047644
ENSG00000102780	160851	DGKH	ENSG00000102780
ENSG00000284871	440970	LINC00971	ENSG00000284871
ENSG00000089057	9962	SLC23A2	ENSG00000089057
ENSG00000184436	80764	THAP7	ENSG00000184436
ENSG00000284804	105377192	LINC02025	ENSG00000284804
ENSG00000230513	439931	THAP7-AS1	ENSG00000230513
ENSG00000161149	113691	TUBA3FP	ENSG00000161149
ENSG00000099957	9127	P2RX6	ENSG00000099957
ENSG00000284342	3811	KIR3DL1	ENSG00000284342
ENSG00000073464	1183	CLCN4	ENSG00000073464
ENSG00000137090	1761	DMRT1	ENSG00000137090
ENSG00000064218	58524	DMRT3	ENSG00000064218
ENSG00000173253	10655	DMRT2	ENSG00000173253
ENSG00000285137	25834	MGAT4C	ENSG00000285137
ENSG00000089063	29058	TMEM230	ENSG00000089063
ENSG00000284244	3809	KIR2DS4	ENSG00000284244
ENSG00000284381	3812	KIR3DL2	ENSG00000284381
ENSG00000283794	79166	LILRP2	ENSG00000283794
ENSG00000099960	6545	SLC7A4	ENSG00000099960
ENSG00000101871	4281	MID1	ENSG00000101871
ENSG00000023516	11215	AKAP11	ENSG00000023516
ENSG00000207575	693234	MIR649	ENSG00000207575
ENSG00000080503	6595	SMARCA2	ENSG00000080503
ENSG00000187905	400891	LRRC74B	ENSG00000187905
ENSG00000283554	105370177	LINC02341	ENSG00000283554
ENSG00000132646	5111	PCNA	ENSG00000132646
ENSG00000120659	8600	TNFSF11	ENSG00000120659
ENSG00000284089	553128	KIR2DL5B	ENSG00000284089
ENSG00000215498	642633	FAM230B	ENSG00000215498
ENSG00000284039	3808	KIR2DS3	ENSG00000284039
ENSG00000285005	389072	PLEKHM3	ENSG00000285005
ENSG00000101290	8760	CDS2	ENSG00000101290
ENSG00000284457	3805	KIR2DL4	ENSG00000284457
ENSG00000133475	728441	GGT2	ENSG00000133475
ENSG00000179813	144809	FAM216B	ENSG00000179813
ENSG00000285434	1421	CRYGD	ENSG00000285434
ENSG00000133106	94240	EPSTI1	ENSG00000133106
ENSG00000285011	1420	CRYGC	ENSG00000285011
ENSG00000101292	128674	PROKR2	ENSG00000101292
ENSG00000206142	100996335	FAM230H	ENSG00000206142
ENSG00000226995	100507629	LINC00658	ENSG00000226995
ENSG00000285178	162239	ZFP1	ENSG00000285178
ENSG00000285301	23246	BOP1	ENSG00000285301
ENSG00000283719	3813	KIR3DS1	ENSG00000283719
ENSG00000274600	440804	RIMBP3B	ENSG00000274600
ENSG00000169635	23119	HIC2	ENSG00000169635
ENSG00000120675	29103	DNAJC15	ENSG00000120675
ENSG00000206140	645426	TMEM191C	ENSG00000206140
ENSG00000284810	440387	CTRB2	ENSG00000284810
ENSG00000285346	1504	CTRB1	ENSG00000285346
ENSG00000288381	102725023		ENSG00000288381
ENSG00000285350	100506281		ENSG00000285350
ENSG00000285344	51127	TRIM17	ENSG00000285344
ENSG00000120658	55068	ENOX1	ENSG00000120658
ENSG00000285460	9564	BCAR1	ENSG00000285460
ENSG00000284150	3806	KIR2DS1	ENSG00000284150
ENSG00000004961	3052	HCCS	ENSG00000004961
ENSG00000151773	160857	CCDC122	ENSG00000151773
ENSG00000205181	149837	LINC00654	ENSG00000205181
ENSG00000285443	7791	ZYX	ENSG00000285443
ENSG00000284774	3297	HSF1	ENSG00000284774
ENSG00000047648	395	ARHGAP6	ENSG00000047648
ENSG00000285435	8290	H3-4	ENSG00000285435
ENSG00000179630	144811	LACC1	ENSG00000179630
ENSG00000225640	101929207	LINC01729	ENSG00000225640
ENSG00000284841	92815	H2AW	ENSG00000284841
ENSG00000125772	56261	GPCPD1	ENSG00000125772
ENSG00000285449	128312	H2BU1	ENSG00000285449
ENSG00000284998	100616308	MIR4666A	ENSG00000284998
ENSG00000233725	121838	NRAD1	ENSG00000233725
ENSG00000285426	149603	RNF187	ENSG00000285426
ENSG00000261456	347688	TUBB8	ENSG00000261456
ENSG00000285153	100129094	BTNL10	ENSG00000285153
ENSG00000285166	100169751	RNA5S1	ENSG00000285166
ENSG00000285285	100169753	RNA5S2	ENSG00000285285
ENSG00000285168	100169754	RNA5S3	ENSG00000285168
ENSG00000285168	100169763	RNA5S3	ENSG00000285168
ENSG00000284853	100169767	RNA5S16	ENSG00000284853
ENSG00000285158	100169768	RNA5S17	ENSG00000285158
ENSG00000139656	79024	SMIM2	ENSG00000139656
ENSG00000183246	150221	RIMBP3C	ENSG00000183246
ENSG00000284984	58480	RHOU	ENSG00000284984
ENSG00000171984	149840	SHLD1	ENSG00000171984
ENSG00000235285	100874377	SMIM2-IT1	ENSG00000235285
ENSG00000185651	7332	UBE2L3	ENSG00000185651
ENSG00000276319	102465876	MIR8079	ENSG00000276319
ENSG00000015171	10771	ZMYND11	ENSG00000015171
ENSG00000151778	387923	SERP2	ENSG00000151778
ENSG00000089199	1114	CHGB	ENSG00000089199
ENSG00000161179	150223	YDJC	ENSG00000161179
ENSG00000285482	8694	DGAT1	ENSG00000285482
ENSG00000285487	102465538	MIR6892	ENSG00000285487
ENSG00000284816	2041	EPHA1	ENSG00000284816
ENSG00000089195	51605	TRMT6	ENSG00000089195
ENSG00000102804	8848	TSC22D1	ENSG00000102804
ENSG00000161180	164592	CCDC116	ENSG00000161180
ENSG00000283732	79166	LILRP2	ENSG00000283732
ENSG00000125363	265	AMELX	ENSG00000125363
ENSG00000284044	3804	KIR2DL3	ENSG00000284044
ENSG00000128228	23753	SDF2L1	ENSG00000128228
ENSG00000212102	100126318	MIR301B	ENSG00000212102
ENSG00000283871	406920	MIR130B	ENSG00000283871
ENSG00000284004	2204	FCAR	ENSG00000284004
ENSG00000263652	100847063	MIR548AX	ENSG00000263652
ENSG00000125885	84515	MCM8	ENSG00000125885
ENSG00000278156	641467	TSC22D1-AS1	ENSG00000278156
ENSG00000285468	285965	EPHA1-AS1	ENSG00000285468
ENSG00000100023	23759	PPIL2	ENSG00000100023
ENSG00000235097	144817	LINC00330	ENSG00000235097
ENSG00000083635	26747	NUFIP1	ENSG00000083635
ENSG00000285341	338398	TAS2R60	ENSG00000285341
ENSG00000284982	259287	TAS2R41	ENSG00000284982
ENSG00000285252	392133	OR10AC1	ENSG00000285252
ENSG00000005302	10943	MSL3	ENSG00000005302
ENSG00000133114	55425	GPALPP1	ENSG00000133114
ENSG00000285172	441294	CTAGE15	ENSG00000285172
ENSG00000285123	340307	CTAGE6	ENSG00000285123
ENSG00000285277	154761		ENSG00000285277
ENSG00000285428	102465511	MIR6848	ENSG00000285428
ENSG00000284923	83482	SCRT1	ENSG00000284923
ENSG00000285436	255025	LINC00879	ENSG00000285436
ENSG00000285272	340393	TMEM249	ENSG00000285272
ENSG00000188342	2963	GTF2F2	ENSG00000188342
ENSG00000284965	135948	OR2F2	ENSG00000284965
ENSG00000284866	26211	OR2F1	ENSG00000284866
ENSG00000284939	135946	OR6B1	ENSG00000284939
ENSG00000180332	386618	KCTD4	ENSG00000180332
ENSG00000285112	79581	SLC52A2	ENSG00000285112
ENSG00000133112	7178	TPT1	ENSG00000133112
ENSG00000088766	54675	CRLS1	ENSG00000088766
ENSG00000125872	164312	LRRN4	ENSG00000125872
ENSG00000101311	55612	FERMT1	ENSG00000101311
ENSG00000253051	109616966		ENSG00000253051
ENSG00000199477	677814	SNORA31	ENSG00000199477
ENSG00000285442	26233	FBXL6	ENSG00000285442
ENSG00000100027	29799	YPEL1	ENSG00000100027
ENSG00000100030	5594	MAPK1	ENSG00000100030
ENSG00000229876	101929244	CASC20	ENSG00000229876
ENSG00000125845	650	BMP2	ENSG00000125845
ENSG00000228888	101929265	LINC01428	ENSG00000228888
ENSG00000285451	203054	ADCK5	ENSG00000285451
ENSG00000100034	9647	PPM1F	ENSG00000100034
ENSG00000261249	101929288	LINC01751	ENSG00000261249
ENSG00000285406	100616395	MIR4789	ENSG00000285406
ENSG00000278159	102465865	MIR8062	ENSG00000278159
ENSG00000101323	54363	HAO1	ENSG00000101323
ENSG00000125827	56255	TMX4	ENSG00000125827
ENSG00000174032	253512	SLC25A30	ENSG00000174032
ENSG00000285262	79648	MCPH1	ENSG00000285262
ENSG00000285049	29894	CPSF1	ENSG00000285049
ENSG00000100038	8940	TOP3B	ENSG00000100038
ENSG00000284339	79166	LILRP2	ENSG00000284339
ENSG00000284127	115653	KIR3DL3	ENSG00000284127
ENSG00000182621	23236	PLCB1	ENSG00000182621
ENSG00000285281	81537	SGPP1	ENSG00000285281
ENSG00000151240	22982	DIP2C	ENSG00000151240
ENSG00000284241	3804	KIR2DL3	ENSG00000284241
ENSG00000284905	102465861	MIR8055	ENSG00000284905
ENSG00000284980	55326	AGPAT5	ENSG00000284980
ENSG00000251015	100874259	SLC25A30-AS1	ENSG00000251015
ENSG00000136152	83548	COG3	ENSG00000136152
ENSG00000284340	3805	KIR2DL4	ENSG00000284340
ENSG00000284880	100616348	MIR4659A	ENSG00000284880
ENSG00000285083	100616372	MIR4659B	ENSG00000285083
ENSG00000285327	389610	XKR5	ENSG00000285327
ENSG00000285156	100652791		ENSG00000285156
ENSG00000284881	1672	DEFB1	ENSG00000284881
ENSG00000285136	1671	DEFA6	ENSG00000285136
ENSG00000225140	101930421		ENSG00000225140
ENSG00000285318	1669	DEFA4	ENSG00000285318
ENSG00000263511	100847086	MIR5699	ENSG00000263511
ENSG00000107929	23185	LARP4B	ENSG00000107929
ENSG00000284863	449491	DEFA8P	ENSG00000284863
ENSG00000284789	449492	DEFA9P	ENSG00000284789
ENSG00000285475	449493	DEFA10P	ENSG00000285475
ENSG00000284983	1667	DEFA1	ENSG00000284983
ENSG00000285176	728358	DEFA1B	ENSG00000285176
ENSG00000165837	220081	ERICH6B	ENSG00000165837
ENSG00000284835	1668	DEFA3	ENSG00000284835
ENSG00000284093	3811	KIR3DL1	ENSG00000284093
ENSG00000285251	1670	DEFA5	ENSG00000285251
ENSG00000174015	220082	CBY2	ENSG00000174015
ENSG00000197549	649179	PRAMENP	ENSG00000197549
ENSG00000215475	283514	SIAH3	ENSG00000215475
ENSG00000123200	23091	ZC3H13	ENSG00000123200
ENSG00000229869	101927762		ENSG00000229869
ENSG00000205740	107984285		ENSG00000205740
ENSG00000284918	100126351	MIR939	ENSG00000284918
ENSG00000285207	100302196	MIR1234	ENSG00000285207
ENSG00000285088	102466749	MIR6849	ENSG00000285088
ENSG00000107937	23560	GTPBP4	ENSG00000107937
ENSG00000285243	55630	SLC39A4	ENSG00000285243
ENSG00000284870	100131608	PRR23D1	ENSG00000284870
ENSG00000284870	100133251	PRR23D1	ENSG00000284870
ENSG00000235903	100509894	CPB2-AS1	ENSG00000235903
ENSG00000284979	245910	DEFB107B	ENSG00000284979
ENSG00000284979	503614	DEFB107B	ENSG00000284979
ENSG00000285015	245908	DEFB105B	ENSG00000285015
ENSG00000285015	504180	DEFB105B	ENSG00000285015
ENSG00000241837	539	ATP5PO	ENSG00000241837
ENSG00000169575	7441	VPREB1	ENSG00000169575
ENSG00000285617	245909	DEFB106A	ENSG00000285617
ENSG00000285034	140596	DEFB104A	ENSG00000285034
ENSG00000285387	4722	NDUFS3	ENSG00000285387
ENSG00000285507	653423	SPAG11A	ENSG00000285507
ENSG00000080618	1361	CPB2	ENSG00000080618
ENSG00000285376	414325	DEFB103A	ENSG00000285376
ENSG00000285433	1673	DEFB4B	ENSG00000285433
ENSG00000285433	100289462	DEFB4B	ENSG00000285433
ENSG00000285120	100132396	ZNF705B	ENSG00000285120
ENSG00000283882	3809	KIR2DS4	ENSG00000283882
ENSG00000284781	392188	USP17L4	ENSG00000284781
ENSG00000284781	645402	USP17L4	ENSG00000284781
ENSG00000148377	91734	IDI2	ENSG00000148377
ENSG00000284806	645836	USP17L3	ENSG00000284806
ENSG00000232656	55853	IDI2-AS1	ENSG00000232656
ENSG00000284851	641517	DEFB109B	ENSG00000284851
ENSG00000284192	3812	KIR3DL2	ENSG00000284192
ENSG00000285339	51160	VPS28	ENSG00000285339
ENSG00000067064	3422	IDI1	ENSG00000067064
ENSG00000136167	3936	LCP1	ENSG00000136167
ENSG00000275004	140883	ZNF280B	ENSG00000275004
ENSG00000169548	129025	ZNF280A	ENSG00000169548
ENSG00000237945	100506334	LINC00649	ENSG00000237945
ENSG00000285124	728957	ZNF705D	ENSG00000285124
ENSG00000047056	22884	WDR37	ENSG00000047056
ENSG00000285249	245940	DEFB130A	ENSG00000285249
ENSG00000185686	23532	PRAME	ENSG00000185686
ENSG00000169933	9758	FRMPD4	ENSG00000169933
ENSG00000285206	114971	PTPMT1	ENSG00000285206
ENSG00000284754	613211	DEFB134	ENSG00000284754
ENSG00000243927	64968	MRPS6	ENSG00000243927
ENSG00000285365	613209	DEFB135	ENSG00000285365
ENSG00000285087	613210	DEFB136	ENSG00000285087
ENSG00000284900	55709	KBTBD4	ENSG00000284900
ENSG00000285001	83868	TTTY13	ENSG00000285001
ENSG00000198743	6526	SLC5A3	ENSG00000198743
ENSG00000285132	1508	CTSB	ENSG00000285132
ENSG00000227456	114036	LINC00310	ENSG00000227456
ENSG00000284967	2222		ENSG00000284967
ENSG00000101911	5634	PRPS2	ENSG00000101911
ENSG00000285217	606553		ENSG00000285217
ENSG00000220891	648691		ENSG00000220891
ENSG00000159197	9992	KCNE2	ENSG00000159197
ENSG00000285109	2626	GATA4	ENSG00000285109
ENSG00000205670	54065	SMIM11A	ENSG00000205670
ENSG00000284938	399888	FAM180B	ENSG00000284938
ENSG00000284838	114900	C1QTNF4	ENSG00000284838
ENSG00000173988	220416	LRRC63	ENSG00000173988
ENSG00000100121	91227	GGTLC2	ENSG00000100121
ENSG00000285121	23788	MTCH2	ENSG00000285121
ENSG00000185736	105	ADARB2	ENSG00000185736
ENSG00000196664	51284	TLR7	ENSG00000196664
ENSG00000261097	100861554	LINC00563	ENSG00000261097
ENSG00000101916	51311	TLR8	ENSG00000101916
ENSG00000102445	80183	RUBCNL	ENSG00000102445
ENSG00000222018	101928147	FAM243A	ENSG00000222018
ENSG00000205696	642394	ADARB2-AS1	ENSG00000205696
ENSG00000243627	388820	SMIM34A	ENSG00000243627
ENSG00000205542	7114	TMSB4X	ENSG00000205542
ENSG00000180509	3753	KCNE1	ENSG00000180509
ENSG00000187268	171484	FAM9C	ENSG00000187268
ENSG00000278069	102465944	MIR6072	ENSG00000278069
ENSG00000285369	640	BLK	ENSG00000285369
ENSG00000231326	105376348	LINC02662	ENSG00000231326
ENSG00000236404	401491	VLDLR-AS1	ENSG00000236404
ENSG00000159200	1827	RCAN1	ENSG00000159200
ENSG00000285275	83656	FAM167A-AS1	ENSG00000285275
ENSG00000285501	79841	AGBL2	ENSG00000285501
ENSG00000235385	109729169	LINC02154	ENSG00000235385
ENSG00000231216	100093698		ENSG00000231216
ENSG00000225479	100874337	PLCB1-IT1	ENSG00000225479
ENSG00000284856	157739	TDH	ENSG00000284856
ENSG00000201348	26767	RNU105B	ENSG00000201348
ENSG00000123594	92552	ATXN3L	ENSG00000123594
ENSG00000285394	79669	C3orf52	ENSG00000285394
ENSG00000101333	5332	PLCB4	ENSG00000101333
ENSG00000226985	100133123	LINC01203	ENSG00000226985
ENSG00000284049	723778	MIR650	ENSG00000284049
ENSG00000147852	7436	VLDLR	ENSG00000147852
ENSG00000264824	100847006	MIR5571	ENSG00000264824
ENSG00000254709	100423062	IGLL5	ENSG00000254709
ENSG00000285084	83650	SLC35G5	ENSG00000285084
ENSG00000067057	5214	PFKP	ENSG00000067057
ENSG00000284925	257144	GCSAM	ENSG00000284925
ENSG00000285340	101929290		ENSG00000285340
ENSG00000285032	66036	MTMR9	ENSG00000285032
ENSG00000159212	54102	CLIC6	ENSG00000159212
ENSG00000198759	25975	EGFL6	ENSG00000198759
ENSG00000230978	54064	LINC00160	ENSG00000230978
ENSG00000100218	27156	RSPH14	ENSG00000100218
ENSG00000234380	100506385	LINC01426	ENSG00000234380
ENSG00000285317	22826	DNAJC8	ENSG00000285317
ENSG00000285247	101929269		ENSG00000285247
ENSG00000159216	861	RUNX1	ENSG00000159216
ENSG00000159216	100506403	RUNX1	ENSG00000159216
ENSG00000285056	693183	MIR598	ENSG00000285056
ENSG00000285182	23360	FNBP4	ENSG00000285182
ENSG00000283493	102466519	MIR6086	ENSG00000283493
ENSG00000176896	170082	TCEANC	ENSG00000176896
ENSG00000284764	54984	PINX1	ENSG00000284764
ENSG00000284875	100302166	MIR1322	ENSG00000284875
ENSG00000285187	102723313		ENSG00000285187
ENSG00000128266	2781	GNAZ	ENSG00000128266
ENSG00000285293	112806053	TBILA	ENSG00000285293
ENSG00000123595	9367	RAB9A	ENSG00000123595
ENSG00000285044	285335	SLC9C1	ENSG00000285044
ENSG00000285438	83595	SOX7	ENSG00000285438
ENSG00000285390	93974	ATP5IF1	ENSG00000285390
ENSG00000100228	9609	RAB36	ENSG00000100228
ENSG00000196459	6399	TRAPPC2	ENSG00000196459
ENSG00000285147	203076	C8orf74	ENSG00000285147
ENSG00000168263	169522	KCNV2	ENSG00000168263
ENSG00000285516	10003	NAALAD2	ENSG00000285516
ENSG00000080608	9933	PUM3	ENSG00000080608
ENSG00000285576	112268117		ENSG00000285576
ENSG00000285069	83667	SESN2	ENSG00000285069
ENSG00000285364	100422982	MIR4286	ENSG00000285364
ENSG00000285141	203074	PRSS55	ENSG00000285141
ENSG00000136141	23143	LRCH1	ENSG00000136141
ENSG00000284944	54797	MED18	ENSG00000284944
ENSG00000186716	613	BCR	ENSG00000186716
ENSG00000285229	101929191		ENSG00000285229
ENSG00000046651	8481	OFD1	ENSG00000046651
ENSG00000211590	768219	MIR802	ENSG00000211590
ENSG00000185917	54093	SETD4	ENSG00000185917
ENSG00000285250	4482	MSRA	ENSG00000285250
ENSG00000080298	5991	RFX3	ENSG00000080298
ENSG00000107959	10531	PITRM1	ENSG00000107959
ENSG00000285023	26973	CHORDC1	ENSG00000285023
ENSG00000139684	2098	ESD	ENSG00000139684
ENSG00000284859	157627	MIR124-1HG	ENSG00000284859
ENSG00000230701	26226	FBXW4P1	ENSG00000230701
ENSG00000236611	102724679	LINC02556	ENSG00000236611
ENSG00000285161	406907	MIR124-1	ENSG00000285161
ENSG00000285372	8658	TNKS	ENSG00000285372
ENSG00000285033	693182	MIR597	ENSG00000285033
ENSG00000285114	56169	GSDMC	ENSG00000285114
ENSG00000102468	3356	HTR2A	ENSG00000102468
ENSG00000234928	101929374	LINC01659	ENSG00000234928
ENSG00000046653	2824	GPM6B	ENSG00000046653
ENSG00000224517	100874082	HTR2A-AS1	ENSG00000224517
ENSG00000178248	388882	FAM230I	ENSG00000178248
ENSG00000285222	2651	GCNT2	ENSG00000285222
ENSG00000136143	8803	SUCLA2	ENSG00000136143
ENSG00000285236	157273		ENSG00000285236
ENSG00000232104	101929302	RFX3-AS1	ENSG00000232104
ENSG00000128322	3543	IGLL1	ENSG00000128322
ENSG00000107249	169792	GLIS3	ENSG00000107249
ENSG00000230212	100133286		ENSG00000230212
ENSG00000189269	51233	DRICH1	ENSG00000189269
ENSG00000159228	873	CBR1	ENSG00000159228
ENSG00000228315	91316	GUSBP11	ENSG00000228315
ENSG00000225988	101929329	LAMP5-AS1	ENSG00000225988
ENSG00000288335	117581	TWIST2	ENSG00000288335
ENSG00000125869	24141	LAMP5	ENSG00000125869
ENSG00000233393	105369306		ENSG00000233393
ENSG00000236830	100506428	CBR3-AS1	ENSG00000236830
ENSG00000046647	54960	GEMIN8	ENSG00000046647
ENSG00000101349	57144	PAK5	ENSG00000101349
ENSG00000101958	2742	GLRA2	ENSG00000101958
ENSG00000285312	347744	C6orf52	ENSG00000285312
ENSG00000237009	84850	GLIS3-AS1	ENSG00000237009
ENSG00000285164	440040		ENSG00000285164
ENSG00000106688	6505	SLC1A1	ENSG00000106688
ENSG00000237399	100507034	PITRM1-AS1	ENSG00000237399
ENSG00000132623	63926	ANKEF1	ENSG00000132623
ENSG00000159496	266747	RGL4	ENSG00000159496
